row_id,price,spec_general_marque,spec_general_type_produit,spec_general_reference,spec_informations_impedance_nominale,spec_forme_materiaux_systeme_magnetique,spec_forme_materiaux_forme_facade,spec_parametres_petits_signaux_qts,spec_parametres_petits_signaux_qes,spec_parametres_petits_signaux_qms,spec_forme_materiaux_materiau_saladier,spec_forme_materiaux_materiau_suspension,spec_forme_materiaux_support_bobine,spec_forme_materiaux_fil_bobine,spec_forme_materiaux_materiau_dome,spec_informations_puissance_nominale_w,spec_informations_sensibilite_fabricant_db,spec_parametres_petits_signaux_fs_hz,spec_donnees_poids_kg,spec_parametres_fondamentaux_re_ohm,spec_donnees_xmax_mm,spec_parametres_fondamentaux_mms_gr,spec_donnees_ebp_hz,spec_parametres_petits_signaux_vas_l,spec_donnees_rendement_calcule_pct,spec_parametres_fondamentaux_le_mh,spec_parametres_fondamentaux_sd_cm2,spec_parametres_fondamentaux_bl_t_m,spec_dimensions_diametre_systeme_magnetique_mm,spec_informations_puissance_max_w,spec_dimensions_hauteur_entrefer_mm,spec_dimensions_hauteur_bobinage_mm,spec_donnees_rendement_pct
407,51.0,Ciare,Haut parleur a cone,FXI6.38MR,8 ohm,Ferrite,Non cylindrique,0.51,0.62,2.9,Aluminium,Tissu,Kapton,Cuivre,,130.0,96.0,155.0,1.7,4.8,3.0,13.0,250.0,2.5,1.45,1.1,147.0,9.9,120.0,300.0,6.0,9.0,1.5
408,71.0,Ciare,Haut parleur a cone,FXI6.50W,8 ohm,Ferrite,Cylindrique,0.33,0.37,3.2,Aluminium,Tissu,Kapton,Aluminium,,220.0,92.5,70.0,2.5,5.5,5.5,17.1,189.0,8.0,0.72,0.7,137.0,10.6,120.0,450.0,8.0,14.5,0.72
409,74.0,Ciare,Haut parleur a cone,FXI8.50W,8 ohm,Ferrite,Cylindrique,0.29,0.32,3.4,Aluminium,Tissu,Aluminium,Aluminium,,220.0,96.5,81.0,3.2,5.7,4.5,19.5,253.0,13.0,2.08,0.7,214.0,13.3,134.0,450.0,8.0,12.7,2.1
410,18.0,Ciare,Haut parleur a cone,HM087,8 ohm,Ferrite,Carre,1.39,2.02,4.4,Acier,,Aluminium,,,30.0,89.0,270.0,0.37,7.3,1.1,2.79,134.0,0.2,0.19,0.2,35.0,4.14,60.0,90.0,4.0,,0.2
411,27.0,Ciare,Haut parleur a cone,HM100,8 ohm,Ferrite,Carre,0.7,0.98,2.42,Acier,Tissu,Aluminium,,,60.0,88.0,160.0,0.69,6.6,0.9,4.45,163.0,1.1,0.45,0.3,52.0,5.09,72.0,150.0,5.0,6.8,0.28
412,120.0,Ciare,Haut parleur a cone,HS251,8+8 ohm,Ferrite,Cylindrique,0.4,0.43,7.21,Aluminium,Caoutchouc,Kapton,,,100.0,89.0,30.0,4.2,5.8,10.0,79.13,70.0,63.2,0.39,4.03,346.0,19.91,120.0,200.0,8.0,24.0,
413,105.0,Ciare,Haut parleur a cone,HSG160-44,4+4 ohm,Ferrite,Cylindrique,0.29,0.31,5.1,Aluminium,Caoutchouc,Fibre de verre,Cuivre,,220.0,88.5,38.0,2.6,5.2,5.5,24.0,123.0,16.5,0.29,1.6,127.0,9.8,120.0,450.0,8.0,15.0,
414,146.0,Ciare,Haut parleur a cone,HSG200-22,2+2 ohm,Ferrite,Cylindrique,0.31,0.33,4.8,Aluminium,Caoutchouc,Fibre de verre,Cuivre,,350.0,91.0,38.0,5.0,3.1,7.5,62.0,115.0,19.0,0.31,1.4,219.0,11.8,156.0,800.0,10.0,20.0,
415,146.0,Ciare,Haut parleur a cone,HSG200-44,4+4 ohm,Ferrite,Cylindrique,0.36,0.39,4.7,Aluminium,Caoutchouc,Fibre de verre,Cuivre,,350.0,88.0,39.0,5.0,6.0,7.5,59.5,100.0,19.0,0.28,1.5,219.0,14.9,156.0,800.0,10.0,20.0,
416,29.0,Ciare,Haut parleur a cone,HW100,8 ohm,Ferrite,Carre,0.31,0.37,2.0,Acier,Caoutchouc,Aluminium,,,50.0,88.0,70.0,0.97,6.0,3.0,4.26,189.0,4.3,0.39,0.37,50.0,5.6,86.0,150.0,5.0,11.0,0.31
417,25.0,Ciare,Haut parleur a cone,HW129,8 ohm,Ferrite,Non cylindrique,0.55,0.76,2.07,Acier,Caoutchouc,Aluminium,,,50.0,89.0,75.0,0.75,5.6,2.65,7.77,99.0,6.1,0.33,0.5,87.0,5.22,72.0,150.0,5.0,10.3,0.32
418,33.0,Ciare,Haut parleur a cone,HW131,8 ohm,Ferrite,Non cylindrique,0.39,0.46,2.75,Acier,Caoutchouc,Aluminium,,,70.0,89.0,68.0,1.4,6.4,2.85,8.4,148.0,5.6,0.37,0.56,82.0,7.03,102.0,180.0,6.0,11.7,0.36
419,33.0,Ciare,Haut parleur a cone,HW159,8 ohm,Ferrite,Cylindrique,0.49,0.61,2.56,Acier,Caoutchouc,Aluminium,,,60.0,90.0,53.0,1.1,6.3,4.5,11.43,87.0,19.4,0.46,0.51,133.0,6.32,86.0,150.0,5.0,14.0,0.45
420,46.0,Ciare,Haut parleur a cone,HW161N,8 ohm,Ferrite,Cylindrique,0.37,0.46,2.01,Acier,Caoutchouc,Aluminium,,,80.0,90.0,47.0,1.4,6.1,3.0,13.99,102.0,19.9,0.44,0.69,133.0,7.42,102.0,180.0,6.0,12.9,0.45
421,51.0,Ciare,Haut parleur a cone,HW162,8 ohm,Ferrite,Cylindrique,0.33,0.39,2.29,Acier,Caoutchouc,Aluminium,,,80.0,90.0,44.0,1.4,6.1,3.0,13.0,113.0,24.8,0.53,0.65,133.0,7.5,102.0,180.0,6.0,12.0,0.53
422,68.0,Ciare,Haut parleur a cone,HW172,8 ohm,Ferrite,Cylindrique,0.37,0.45,2.24,Acier,Caoutchouc,Aluminium,,,80.0,90.0,46.0,1.6,6.0,3.0,14.5,102.0,20.0,0.42,0.4,133.0,7.59,102.0,180.0,6.0,12.0,0.44
423,51.0,Ciare,Haut parleur a cone,HW202,8 ohm,Ferrite,Cylindrique,0.44,0.52,3.0,Acier,Mousse,Aluminium,,,80.0,90.0,30.0,1.5,6.0,5.0,21.0,58.0,83.0,0.42,0.66,214.0,6.74,102.0,180.0,6.0,16.0,0.41
424,61.0,Ciare,Haut parleur a cone,HW203,8 ohm,Ferrite,Cylindrique,0.42,0.49,3.1,Acier,Caoutchouc,Aluminium,,,80.0,91.0,39.0,2.3,6.0,3.0,22.08,80.0,48.9,0.57,0.47,216.0,8.13,120.0,180.0,6.0,12.0,0.57
425,37.0,Ciare,Haut parleur a cone,HW210,8 ohm,Ferrite,Cylindrique,0.84,1.04,4.4,Acier,Caoutchouc,Aluminium,,,60.0,90.0,41.0,1.1,6.0,4.25,18.09,39.0,57.6,0.37,0.55,222.0,5.18,80.0,150.0,4.0,12.5,0.36
426,66.0,Ciare,Haut parleur a cone,HW250,8 ohm,Ferrite,Cylindrique,0.48,0.58,3.0,Acier,Mousse,Aluminium,,,90.0,90.0,23.0,1.8,6.0,5.0,29.0,40.0,275.0,0.56,0.6,340.0,6.55,102.0,180.0,6.0,16.0,0.55
427,117.0,Ciare,Haut parleur a cone,HW251N,8 ohm,Ferrite,Cylindrique,0.35,0.38,5.55,Acier,Caoutchouc,Aluminium,,,120.0,91.0,30.0,2.8,6.5,6.0,50.77,79.0,88.0,0.61,1.75,346.0,13.02,102.0,240.0,8.0,15.3,0.66
428,132.0,Ciare,Haut parleur a cone,HW321,8 ohm,Ferrite,Cylindrique,0.33,0.37,3.04,Aluminium,Caoutchouc,Aluminium,,,150.0,93.0,27.0,4.9,5.7,5.25,67.0,73.0,205.0,1.05,0.9,547.0,13.17,156.0,400.0,8.0,18.5,1.05
429,66.0,Ciare,Haut parleur a cone,HWB130,8 ohm,Ferrite,Cylindrique,0.3,0.32,5.7,Aluminium,Caoutchouc,Kapton,Cuivre,,80.0,89.0,48.0,1.6,5.8,4.5,9.5,150.0,12.5,0.42,1.3,87.0,7.2,102.0,160.0,6.0,12.0,0.42
430,66.0,Ciare,Haut parleur a cone,HWB130-4,4 ohm,Ferrite,Cylindrique,0.28,0.29,5.9,Aluminium,Caoutchouc,Kapton,Cuivre,,80.0,92.0,46.0,1.6,3.0,4.5,10.5,159.0,12.5,0.41,1.2,87.0,5.6,102.0,160.0,6.0,12.0,0.41
431,71.0,Ciare,Haut parleur a cone,HWB160,8 ohm,Ferrite,Cylindrique,0.37,0.41,4.7,Aluminium,Caoutchouc,Kapton,Cuivre,,80.0,91.0,43.0,1.6,5.8,4.5,13.9,105.0,28.0,0.53,1.3,141.0,7.3,102.0,160.0,6.0,12.0,0.52
432,76.0,Ciare,Haut parleur a cone,HWB200,8 ohm,Ferrite,Cylindrique,0.39,0.41,7.5,Aluminium,Caoutchouc,Kapton,Cuivre,,130.0,90.0,32.0,2.8,5.5,7.0,29.5,78.0,59.0,0.46,0.42,223.0,8.9,120.0,260.0,8.0,16.0,0.47
433,76.0,Ciare,Haut parleur a cone,HWB200-4,4 ohm,Ferrite,Cylindrique,0.38,0.39,10.2,Aluminium,Caoutchouc,Kapton,Cuivre,,130.0,92.5,32.0,2.8,3.4,7.0,30.0,82.0,57.0,0.46,0.62,224.0,7.3,120.0,260.0,8.0,16.0,0.48
434,95.0,Ciare,Haut parleur a cone,HWG130,8 ohm,Ferrite,Cylindrique,0.29,0.3,4.8,Aluminium,Caoutchouc,Kapton,Cuivre,,130.0,88.0,40.0,1.7,5.4,6.5,13.1,133.0,12.5,0.26,0.7,87.0,7.8,102.0,260.0,8.0,17.0,0.3
435,95.0,Ciare,Haut parleur a cone,HWG130-4,4 ohm,Ferrite,Cylindrique,0.34,0.36,4.8,Aluminium,Caoutchouc,Kapton,Cuivre,,130.0,90.5,40.0,1.7,2.7,6.5,12.8,111.0,12.5,0.22,0.6,87.0,5.0,102.0,260.0,8.0,16.0,0.27
436,107.0,Ciare,Haut parleur a cone,HWG160,8 ohm,Ferrite,Cylindrique,0.27,0.28,4.9,Aluminium,Caoutchouc,Kapton,Cuivre,,130.0,91.0,39.0,2.9,5.4,6.5,16.2,139.0,27.0,0.55,1.4,141.0,8.9,120.0,260.0,8.0,17.0,0.6
437,107.0,Ciare,Haut parleur a cone,HWG160-4,4 ohm,Ferrite,Cylindrique,0.33,0.35,4.9,Aluminium,Caoutchouc,Kapton,Cuivre,,130.0,92.5,39.0,2.9,2.7,6.5,16.1,111.0,27.0,0.44,1.3,141.0,5.6,120.0,260.0,8.0,16.0,0.55
438,210.0,Ciare,Haut parleur a cone,NDH15-3LW-44,4+4 ohm,Neodymium,Cylindrique,0.29,0.3,10.6,Aluminium,Tissu,,,,350.0,98.0,36.0,5.5,6.04,7.5,106.0,120.0,181.0,2.71,1.1,850.0,22.5,146.0,800.0,10.0,20.0,2.9
439,320.0,Ciare,Haut parleur a cone,NDH15-4S,8 ohm,Neodymium,Cylindrique,0.25,0.26,11.19,Aluminium,Tissu,,,,1000.0,96.0,28.0,8.0,6.04,11.5,143.0,108.0,220.0,1.79,1.07,850.0,24.19,150.0,2000.0,,30.0,1.78
440,348.0,Ciare,Haut parleur a cone,NDH18-4S,8 ohm,Neodymium,Cylindrique,0.32,0.33,9.8,Aluminium,Tissu,,,,1000.0,96.5,31.0,8.0,6.1,11.5,212.0,94.0,239.0,2.08,1.9,1164.0,27.7,150.0,2000.0,14.0,30.0,2.1
441,123.0,Ciare,Haut parleur a cone,NDI10.50W,8 ohm,Neodymium,Cylindrique,0.43,0.48,4.9,Aluminium,Tissu,Fibre de verre,Aluminium,,220.0,95.5,59.0,2.3,3.0,4.5,35.5,123.0,35.0,1.44,0.75,356.0,12.5,110.0,450.0,8.0,12.7,1.5
442,84.0,Ciare,Haut parleur a cone,NDI6.38MR,8 ohm,Neodymium,Non cylindrique,0.46,0.54,3.0,Aluminium,Tissu,Kapton,Cuivre,,150.0,97.0,150.0,1.4,4.8,3.0,13.2,278.0,2.5,1.5,1.0,147.0,10.5,83.0,300.0,6.0,9.0,1.5
443,98.0,Ciare,Haut parleur a cone,NDI6.50W,8 ohm,Neodymium,Cylindrique,0.29,0.32,3.3,Aluminium,Tissu,Kapton,Aluminium,,220.0,93.5,71.0,1.3,5.5,5.5,15.4,222.0,8.5,0.92,0.6,137.0,10.8,83.0,450.0,8.0,14.5,0.95
444,113.0,Ciare,Haut parleur a cone,NDI8.50W,8 ohm,Neodymium,Cylindrique,0.33,0.36,3.5,Aluminium,Tissu,Aluminium,Aluminium,,220.0,96.0,81.0,2.3,5.8,4.5,19.5,225.0,13.0,1.85,0.6,214.0,12.8,110.0,450.0,8.0,12.7,1.9
445,14.0,Ciare,Haut parleur a cone,PA065,8 ohm,Ferrite,Carre,1.3,1.9,4.12,Acier,Mousse,Aluminium,,,10.0,88.0,154.0,,6.8,1.0,1.01,81.0,0.7,0.13,0.15,22.0,1.87,45.0,30.0,3.0,,0.13
446,24.0,Ciare,Haut parleur a cone,PA087,8 ohm,Ferrite,Carre,0.62,0.71,5.13,Acier,Caoutchouc,Kapton,,,40.0,88.0,74.0,0.6,5.6,2.0,3.22,104.0,2.2,0.13,0.27,33.0,3.45,72.0,80.0,5.0,,0.12
447,33.0,Ciare,Haut parleur a cone,PA100,8 ohm,Ferrite,Carre,0.59,0.7,3.84,Acier,Caoutchouc,Kapton,,,40.0,89.0,100.0,0.84,5.5,2.5,3.93,143.0,2.5,0.35,0.14,52.0,4.39,86.0,80.0,5.0,7.5,0.32
448,92.0,Ciare,Haut parleur a cone,CMI200,4 ohm,Ferrite,Cylindrique,0.34,0.36,8.0,Aluminium,Tissu,Fibre de verre,Cuivre,,220.0,98.5,80.0,3.2,3.1,4.5,21.0,222.0,12.0,1.64,0.35,214.0,9.6,134.0,450.0,8.0,12.5,1.7
449,105.0,Ciare,Haut parleur a cone,HSG160-22,2+2 ohm,Ferrite,Cylindrique,0.27,0.28,5.23,Aluminium,Caoutchouc,Fibre de verre,Cuivre,,220.0,91.0,37.0,2.6,3.0,5.5,25.5,132.0,16.5,0.29,1.5,127.0,8.0,120.0,450.0,8.0,15.0,
450,71.0,Ciare,Haut parleur a cone,HWB160-4,4 ohm,Ferrite,Cylindrique,0.36,0.38,7.7,Aluminium,Caoutchouc,Kapton,Cuivre,,80.0,93.0,46.0,1.6,3.3,4.5,13.9,121.0,19.5,0.48,0.9,141.0,6.5,102.0,160.0,6.0,12.0,0.5
451,34.0,Ciare,Haut parleur a cone,PA101,16 ohm,Ferrite,Carre,1.03,1.39,4.0,Acier,Tissu,,,,60.0,88.5,207.0,0.84,10.85,3.0,4.37,149.0,0.5,0.31,0.08,52.0,6.7,86.0,120.0,5.0,8.5,0.29
452,56.0,Ciare,Haut parleur a cone,PM160,8 ohm,Ferrite,Cylindrique,0.31,0.32,6.0,Acier,Tissu,Kapton,,,80.0,93.0,66.0,2.4,5.9,0.75,8.5,206.0,17.7,1.53,0.18,135.0,8.0,120.0,200.0,6.0,6.5,1.47
453,62.0,Ciare,Haut parleur a cone,PM200N,8 ohm,Ferrite,Cylindrique,0.5,0.59,3.43,Aluminium,Tissu,Aluminium,,,120.0,94.0,99.0,3.0,6.01,3.5,19.77,168.0,7.7,1.22,0.42,216.0,11.17,134.0,250.0,7.0,10.5,1.2
454,73.0,Ciare,Haut parleur a cone,PM203,8 ohm,Ferrite,Cylindrique,0.54,0.64,3.28,Acier,Tissu,Aluminium,Aluminium,,150.0,94.0,91.0,2.6,5.6,2.5,20.2,142.0,10.0,1.14,0.58,214.0,10.09,120.0,300.0,8.0,12.7,1.1
455,105.0,Ciare,Haut parleur a cone,PW252,8 ohm,Ferrite,Cylindrique,0.26,0.3,2.17,Aluminium,Tissu,Aluminium,,,15.0,97.0,55.0,4.9,6.0,4.5,33.0,183.0,43.4,2.32,0.93,346.0,15.23,156.0,400.0,8.0,18.0,2.27
456,146.0,Ciare,Haut parleur a cone,PW257,8 ohm,Ferrite,Cylindrique,0.3,0.33,3.2,Aluminium,Tissu,Aluminium,,,400.0,96.0,57.0,5.0,5.21,3.5,44.9,173.0,31.0,1.68,0.94,353.0,15.86,156.0,800.0,10.0,16.0,1.65
457,200.0,Ciare,Haut parleur a cone,PW396,8 ohm,Ferrite,Cylindrique,0.41,0.41,24.73,Aluminium,Tissu,Kapton,,,400.0,99.0,43.0,8.8,6.0,6.25,107.0,105.0,129.0,2.41,1.3,850.0,20.5,190.0,800.0,10.0,18.0,2.45
458,286.0,Ciare,Haut parleur a cone,PW455,8 ohm,Ferrite,Cylindrique,0.24,0.24,26.06,Aluminium,Tissu,Kapton,Aluminium,,900.0,100.0,36.0,12.9,5.47,7.5,132.6,150.0,274.0,5.12,1.7,1158.0,26.18,220.0,1800.0,10.0,20.0,5.22
459,72.0,Ciare,Haut parleur a cone,PWA10.50,8 ohm,Ferrite,Cylindrique,0.4,0.45,3.74,Acier,Tissu,Fibre de verre,Aluminium,,250.0,96.5,57.0,,5.0,5.8,32.0,127.0,39.9,1.58,0.66,346.4,11.4,,500.0,7.0,15.0,1.64
460,95.0,Ciare,Haut parleur a cone,PWA10.64,8 ohm,Ferrite,Cylindrique,0.38,0.4,8.45,Acier,Tissu,Fibre de verre,Cuivre,,300.0,,73.0,4.0,5.2,4.5,34.0,183.0,23.0,2.15,0.85,346.4,14.4,,600.0,8.0,13.0,2.2
461,107.0,Ciare,Haut parleur a cone,PWA12.64,8 ohm,Ferrite,Cylindrique,0.35,0.36,15.6,Acier,Tissu,Fibre de verre,Cuivre,,300.0,97.8,55.0,4.2,5.7,4.5,57.0,153.0,58.0,2.58,0.85,531.0,17.6,,600.0,8.0,13.0,2.3
462,125.0,Ciare,Haut parleur a cone,PWA12.75,8 ohm,Ferrite,Cylindrique,0.3,0.32,4.1,Acier,Tissu + Caoutchouc,Fibre de verre,Cuivre,,450.0,97.5,53.0,4.2,5.4,5.8,70.0,166.0,52.0,2.33,1.06,531.0,19.6,,900.0,10.0,16.5,2.3
463,171.0,Ciare,Haut parleur a cone,PWA15.75,8 ohm,Ferrite,Cylindrique,0.39,0.41,8.61,Acier,Tissu,Fibre de verre,Cuivre,,500.0,97.9,44.0,6.8,5.3,7.0,103.0,107.0,135.0,2.7,1.16,881.0,19.3,,1000.0,10.0,19.0,2.8
464,272.0,Ciare,Haut parleur a cone,PWA18.100,8 ohm,Ferrite,Cylindrique,0.41,0.43,10.52,Aluminium,Tissu,Fibre de verre,Cuivre,,1000.0,97.5,40.0,11.8,5.4,8.0,229.0,93.0,145.0,2.08,1.1,1225.0,26.2,,2000.0,11.0,21.5,2.13
465,54.0,Ciare,Haut parleur a cone,PWA5.38,8 ohm,Ferrite,Non cylindrique,0.38,0.41,4.7,Acier,Caoutchouc,,CCAW (alu recouvert de cuivre),,125.0,91.0,73.0,1.8,5.6,3.9,12.0,178.0,5.0,0.46,0.37,95.0,8.5,,250.0,6.0,11.0,0.5
466,56.0,Ciare,Haut parleur a cone,PWA6.38,8 ohm,Ferrite,Non cylindrique,0.56,0.62,7.3,Acier,Caoutchouc,Fibre de verre,Cuivre,,150.0,90.5,77.0,1.8,4.9,4.0,18.0,124.0,5.6,0.4,0.38,132.7,8.7,,300.0,6.5,11.5,0.4
467,68.0,Ciare,Haut parleur a cone,PWA8.50,8 ohm,Ferrite,Cylindrique,0.38,0.4,5.5,Acier,Tissu,Fibre de verre,Cuivre,,250.0,95.0,74.0,2.7,5.0,6.8,28.0,185.0,12.0,1.17,0.82,227.0,12.7,,500.0,7.0,17.0,1.12
468,214.0,Eighteen Sound,Haut parleur a cone,10M600,8 ohm,Ferrite,Cylindrique,0.23,0.25,4.5,,,,,,400.0,102.0,70.0,7.4,5.2,4.0,32.0,280.0,25.6,3.38,1.28,350.0,17.6,,500.0,,,
469,177.0,Eighteen Sound,Haut parleur a cone,10MB400,8 ohm,Ferrite,Cylindrique,0.33,0.37,3.5,,,,,,250.0,100.5,70.0,4.7,5.1,2.5,21.0,189.0,41.0,3.65,1.05,350.0,12.0,,320.0,,,
470,206.0,Eighteen Sound,Haut parleur a cone,10MB600,8 ohm,Ferrite,Cylindrique,0.22,0.23,5.5,,,,,,450.0,98.0,58.0,7.2,5.7,6.5,38.0,252.0,33.4,2.73,1.6,350.0,18.6,,700.0,,,
471,206.0,Eighteen Sound,Haut parleur a cone,10MB600,16 ohm,Ferrite,Cylindrique,0.33,0.35,7.06,,,,,,450.0,98.0,64.0,7.2,11.6,6.5,37.0,183.0,27.6,1.99,2.77,350.0,22.3,,700.0,,,
472,516.0,Eighteen Sound,Haut-parleur coaxial a deux entrees,10NCX750,8+8 ohm,Neodymium,Cylindrique,0.25,0.26,7.9,Aluminium,Titanium,,CCAW (fil alu recouvert de cuivre),,350.0,97.5,64.0,4.3,5.3,5.5,46.0,246.0,23.0,2.23,0.54,346.0,20.0,130.0,700.0,7.6,15.0,2.2
473,538.0,Eighteen Sound,Haut-parleur coaxial a deux entrees,10NCX750H,8+8 ohm,Neodymium,Cylindrique,0.23,0.24,5.2,Aluminium,Titanium,,CCAW (fil alu recouvert de cuivre),,400.0,97.2,57.0,4.3,5.4,5.5,46.0,238.0,28.5,2.12,0.5,346.0,19.5,130.0,800.0,,,2.2
474,317.0,Eighteen Sound,Haut parleur a cone,10NDA610,8 ohm,Neodymium,Non cylindrique,0.23,0.24,7.1,,,,,,400.0,103.0,89.0,3.5,5.5,2.5,30.0,371.0,18.0,5.08,0.06,350.0,20.3,,600.0,,,
475,214.0,Eighteen Sound,Haut parleur a cone,10NMB420,8 ohm,Neodymium,Cylindrique,0.25,0.26,5.0,,,,,,350.0,99.0,56.0,3.0,5.0,4.0,29.5,215.0,40.0,2.6,0.37,346.0,14.5,,500.0,,,
476,214.0,Eighteen Sound,Haut parleur a cone,10NMB420,16 ohm,Neodymium,Cylindrique,0.33,0.36,4.6,,,,,,350.0,99.0,65.0,3.0,10.5,4.0,31.5,181.0,30.0,2.2,0.4,346.0,19.5,,500.0,,,
477,258.0,Eighteen Sound,Haut parleur a cone,10NMBA520,8 ohm,Neodymium,Cylindrique,0.23,0.24,4.2,,,,,,300.0,100.5,60.0,3.0,5.0,4.0,28.0,250.0,42.0,3.63,0.01,350.0,14.6,,600.0,,,
478,184.0,Eighteen Sound,Haut parleur a cone,10NTLS2000,8 ohm,Neodymium,Cylindrique,0.26,0.27,4.9,,,,,,350.0,97.0,50.0,1.8,5.2,7.4,47.0,185.0,38.0,1.69,0.74,346.0,16.7,,700.0,,,1.6
479,184.0,Eighteen Sound,Haut parleur a cone,10NTLW2000,8 ohm,Neodymium,Cylindrique,0.2,0.22,7.6,Aluminium,Tissu,,Aluminium,,350.0,98.5,57.0,1.9,5.2,4.4,38.0,259.0,31.0,2.51,0.63,346.0,17.9,85.0,700.0,8.5,13.0,2.8
480,228.0,Eighteen Sound,Haut parleur a cone,10NTLW2500,8 ohm,Neodymium,Cylindrique,0.33,0.34,11.2,Aluminium,Tissu,,,,500.0,96.5,65.0,3.1,5.0,7.6,49.0,191.0,21.0,1.63,0.45,346.4,17.4,93.0,1000.0,9.0,19.7,1.6
481,228.0,Eighteen Sound,Haut parleur a cone,10NTLW2500,16 ohm,Neodymium,Cylindrique,0.37,0.36,11.8,Aluminium,Tissu,,,,500.0,96.5,66.0,3.1,9.9,7.6,44.0,183.0,21.8,1.68,0.67,346.4,21.6,93.0,1000.0,9.0,19.7,1.6
482,332.0,Eighteen Sound,Haut parleur a cone,10NTLW3500,16 ohm,Neodymium,Cylindrique,0.45,0.46,10.8,Aluminium,Tissu,,,,800.0,94.0,64.0,,11.4,6.4,58.0,139.0,18.1,1.0,0.69,346.0,23.9,117.0,1600.0,12.5,19.0,1.0
483,192.0,Eighteen Sound,Haut parleur a cone,10NW650,16 ohm,Neodymium,Cylindrique,0.27,0.28,5.0,,,,,,300.0,95.5,51.0,2.7,12.2,7.0,34.1,182.0,50.0,2.28,1.55,346.0,21.0,,600.0,,,
484,251.0,Eighteen Sound,Haut parleur a cone,10NW750,8 ohm,Neodymium,Cylindrique,0.31,0.32,5.74,,,,,,450.0,94.0,53.0,4.0,5.8,7.5,45.0,166.0,34.0,1.52,0.6,340.0,16.4,,900.0,,,
485,251.0,Eighteen Sound,Haut parleur a cone,10NW750,16 ohm,Neodymium,Cylindrique,0.36,0.4,4.36,,,,,,450.0,94.0,52.0,4.0,11.0,7.1,42.0,130.0,38.0,1.29,0.9,346.0,20.0,,900.0,,,
486,153.0,Eighteen Sound,Haut parleur a cone,10W500,8 ohm,Ferrite,Cylindrique,0.29,0.31,4.22,,,,,,280.0,98.0,53.0,4.7,6.0,5.5,33.0,171.0,45.2,2.09,0.72,350.0,14.6,,400.0,,,
487,184.0,Eighteen Sound,Haut parleur a cone,10W650,8 ohm,Ferrite,Cylindrique,0.48,0.51,9.6,,,,,,250.0,96.0,67.0,4.3,5.1,5.7,36.6,131.0,26.0,1.48,0.59,350.0,12.4,,500.0,,,
488,184.0,Eighteen Sound,Haut parleur a cone,10W650,16 ohm,Ferrite,Cylindrique,0.41,0.43,8.4,,,,,,250.0,96.0,64.0,4.3,10.2,5.7,39.0,149.0,27.0,1.59,1.0,350.0,19.2,,500.0,,,1.5
489,317.0,Eighteen Sound,Haut parleur a cone,12LW1400,8 ohm,Ferrite,Cylindrique,0.3,0.32,5.0,,,,,,900.0,96.0,45.0,10.9,5.2,8.25,88.0,141.0,55.0,1.51,1.5,531.0,20.0,,1400.0,,,
490,236.0,Eighteen Sound,Haut parleur a cone,12LW801,8 ohm,Ferrite,Cylindrique,0.33,0.34,9.0,Aluminium,Caoutchouc,,Cuivre,,500.0,96.0,54.0,8.1,5.0,8.0,84.0,159.0,41.0,1.83,1.7,531.0,20.3,200.0,800.0,,,
491,251.0,Eighteen Sound,Haut parleur a cone,12MB1000,8 ohm,Ferrite,Cylindrique,0.18,0.2,6.0,,,,,,600.0,102.0,54.0,9.6,5.8,2.5,55.5,270.0,60.0,4.54,1.46,531.0,23.5,,800.0,,,
492,190.0,Eighteen Sound,Haut parleur a cone,12MB600,8 ohm,Ferrite,Cylindrique,0.18,0.19,3.9,,,,,,450.0,101.0,44.0,8.0,5.0,4.5,43.0,232.0,115.0,4.95,1.32,531.0,18.0,,600.0,,,
493,221.0,Eighteen Sound,Haut parleur a cone,12MB700,8 ohm,Ferrite,Cylindrique,0.19,0.2,4.7,,,,,,450.0,101.5,49.0,8.0,5.0,4.5,41.0,245.0,101.0,5.71,0.9,531.0,17.8,,600.0,,,
494,221.0,Eighteen Sound,Haut parleur a cone,12MB700,16 ohm,Ferrite,Cylindrique,0.25,0.26,7.27,,,,,,450.0,100.5,46.0,8.0,9.5,4.5,46.0,177.0,100.0,3.6,1.84,531.0,22.1,,600.0,,,
495,531.0,Eighteen Sound,Haut-parleur coaxial a deux entrees,12NCX910,8+8 ohm,Neodymium,Cylindrique,0.3,0.31,10.0,Aluminium,Tissu,,Aluminium,,450.0,99.5,57.0,,5.3,6.9,53.0,184.0,58.0,3.33,0.78,531.0,18.1,148.0,900.0,,,3.4
496,582.0,Eighteen Sound,Haut-parleur coaxial a deux entrees,12NCX910N,8+8 ohm,Neodymium,Cylindrique,0.3,0.31,10.0,Aluminium,Tissu,,Aluminium,,450.0,99.5,57.0,6.0,5.3,6.9,53.0,184.0,58.0,3.33,0.78,531.0,18.1,148.0,900.0,,,3.4
497,309.0,Eighteen Sound,Haut parleur a cone,12ND610,8 ohm,Neodymium,Cylindrique,0.14,0.15,4.3,,,,,,450.0,102.0,46.0,3.4,5.9,3.5,49.0,307.0,94.4,5.89,1.17,531.0,24.0,,700.0,,,
498,309.0,Eighteen Sound,Haut parleur a cone,12ND610,16 ohm,Neodymium,Cylindrique,0.21,0.22,4.56,,,,,,450.0,101.0,50.0,4.7,11.9,3.5,45.0,227.0,85.0,4.64,0.76,530.0,27.9,,700.0,,,
